drug_Smiles,drug_ATC,drug_Name
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O, D10AA02,Methylprednisolone
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O, H02AB04,Methylprednisolone
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,G03BA02,Methyltestosterone
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C, G03EK01,Methyltestosterone
CC1=NC=C(N1CCO)[N+](=O)[O-],A01AB17,Metronidazole
CC1=NC=C(N1CCO)[N+](=O)[O-], D06BX01,Metronidazole
CC1=NC=C(N1CCO)[N+](=O)[O-], G01AF01,Metronidazole
CC1=NC=C(N1CCO)[N+](=O)[O-], J01XD01,Metronidazole
CC1=NC=C(N1CCO)[N+](=O)[O-], P01AB01,Metronidazole
CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,A02BA02,Ranitidine
CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C,J04AB04,Rifabutin
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,N05CA06,Secobarbital
CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,C10AA01,Simvastatin
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,C08CA05,Nifedipine
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,J01MA01,Ofloxacin
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O, S01AE01,Ofloxacin
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O, S02AA16,Ofloxacin
CC(C(C1=CC=CC=C1)O)NC.Cl,R01BA02,Pseudoephedrine hydrochloride
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,L01CD01,Paclitaxel
CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,N02AD01,Pentazocine
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],C01DA08,Isosorbide dinitrate
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-], C05AE02,Isosorbide dinitrate
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,D11AX26,Caffeine
CN1C=NC2=C1C(=O)N(C(=O)N2C)C, N06BC01,Caffeine
CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,N03AX11,Topiramate
CCC1(CC(=O)NC1=O)C,N03AD01,Ethosuximide
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,G03CA01,Ethinyl estradiol
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O, L02AA03,Ethinyl estradiol
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,N02BB03,Aminopyrine
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,L01XX33,Celecoxib
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F, M01AH01,Celecoxib
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,M04AC01,Colchicine
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,L02BG01,Aminoglutethimide
C1=C(C(=O)NC(=O)N1)F,L01BC02,Fluorouracil
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.O,J01MA12,Levofloxacin
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O.O, S01AE05,Levofloxacin
CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,A10BB12,Glimepiride
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,C08CA04,Nicardipine hydrochloride
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,C01DA14,Isosorbide mononitrate
CC1=CNN=C1,V03AB34,Fomepizole
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,A05AA02,Ursodiol
C1=CC2=C(C=C1Cl)NC(=O)O2,M03BB03,Chlorzoxazone
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O,A07AA08,Kanamycin sulfate
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O, J01GB04,Kanamycin sulfate
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O, S01AA24,Kanamycin sulfate
C1C(C(=O)NO1)N,J04AB01,Cycloserine
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,A01AB10,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, A07AA03,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, D01AA02,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, G01AA02,Natamycin
CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O, S01AA10,Natamycin
CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O,G03CB01,Dienestrol
CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O, G03CC02,Dienestrol
CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C,G03DA03,Hydroxyprogesterone caproate
CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,A14AB01,Nandrolone decanoate
CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C, S01XA11,Nandrolone decanoate
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,L02BG04,Letrozole
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,A01AC04,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, A07EA01,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, C05AA04,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, D07AA03,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, D07XA02,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, H02AB06,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, R01AD02,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S01BA04,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S01CB02,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S02BA03,Prednisolone acetate
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O, S03BA02,Prednisolone acetate
CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl,G04CA02,Tamsulosin hydrochloride
CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,D05AD01,Trioxsalen
CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C, D05BA01,Trioxsalen
CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,R05DA07,Noscapine
C1CCN2CC3CC(C2C1)CN4C3CCCC4,C01BA04,Sparteine
CS(=O)C,G04BX13,Dimethyl sulfoxide
CS(=O)C, M02AX03,Dimethyl sulfoxide
CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,C01EB09,Ubidecarenone
C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C2=CNC=C2Cl,D01AA07,Pyrrolnitrin
C1CC(CCC1CN)C(=O)O,B02AA02,Tranexamic acid
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,P03AX01,Benzyl benzoate
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O.[Cl-],A11DA01,Cocarboxylase
CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,J01FA07,Josamycin
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)O)O,C01AA07,Deslanoside
C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,L01BB04,Cladribine
C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O, L04AA40,Cladribine
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,C07AB11,Esatenolol
CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,A11HA03,Tocopherol acetate
CC1=CC(=O)N(N1C)C2=CC=CC=C2,N02BB01,Antipyrine
CC1=CC(=O)N(N1C)C2=CC=CC=C2, S02DA03,Antipyrine
C1=CC=C(C(=C1)C(=O)N)O,N02BA05,Salicylamide
C1=CC=C(C=C1)CCCOC(=O)N,M03BA01,Phenprobamate
C(I)(I)I,D09AA13,Iodoform
CC(C)(C(Cl)(Cl)Cl)O,A04AD04,Chlorobutanol
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,C01AA06,Lanatoside C
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,L01EB01,Gefitinib
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],A11DA01,Thiamine hydrochloride
C1CNCCN1.C(CCC(=O)O)CC(=O)O,P02CB01,Piperazine adipate
C=CCCCCCCCCC(=O)O,D01AE04,Undecylenic acid
CC1=NC=C(C(=C1O)CO)CO.Cl,A11HA02,Pyridoxine hydrochloride
C(CCN)CC(C(=O)O)N,B05XB03,Lysine
C(=CC(=O)O)C(=O)O,D05AX01,Fumaric acid
COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,L01XX01,Amsacrine
CC1=CC(=O)C2=CC=CC=C2C1=O,B02BA02,Menadione
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,C08DA01,Verapamil
CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,C07AB02,Metoprolol
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,N06AB06,Sertraline
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,P01BA01,Chloroquine
C1=CC(=CC=C1C(=O)O)N,D02BA01,Aminobenzoic acid
CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,P01BE01,Artemisinin
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,P01BE03,Artesunate
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,P01BE02,Artemether
CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,S01AA15,Dihydrostreptomycin sulfate
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,D06AX12,Amikacin
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N, J01GB06,Amikacin
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N, S01AA21,Amikacin
CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,J01GB08,Sisomicin
CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,A07AA13,Rifamycin
CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C, D06AX15,Rifamycin
CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C, J04AB03,Rifamycin
CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C, S01AA16,Rifamycin
CC1C=CC=C(C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C, S02AA12,Rifamycin
CC1=CC=CC=C1OCC(CO)O,M03BX06,Mephenesin
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,L01CB02,Teniposide
CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,L01DB04,Aclarubicin
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,C01EB10,Adenosine phosphate
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,D11AH04,Alitretinoin
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C, L01XF02,Alitretinoin
C(CCCC(=O)O)CCCC(=O)O,D10AX03,Azelaic acid
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,D10AE01,Benzoyl peroxide
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,A11CA02,beta Carotene
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C, D02BB01,beta Carotene
CN1CCCC1C2=CN=CC=C2,N07BA01,Nicotine
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,R07AA01,Colfosceril palmitate
C(CS)N,A16AA04,Cysteamine
C(CS)N, S01XA21,Cysteamine
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,V03AC01,Deferoxamine
CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O,D06AA01,Demeclocycline
CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O, J01AA01,Demeclocycline
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,M01AE14,Dexibuprofen
CC(CC1=CC=CC=C1)N,N06BA02,Dextroamphetamine
C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,B01AA01,Dicumarol
CCCCCCCCCCCCCCCCCCCCCCO,D06BB11,Docosanol
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,L01DB01,Doxorubicin
CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,A08AB01,Orlistat
C1=CN=CC=C1N,N07XX07,Dalfampridine
CC1C(O1)P(=O)(O)O,J01XX01,Fosfomycin
CC1C(O1)P(=O)(O)O, S02AA17,Fosfomycin
CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,D06AX01,Fusidic acid
CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C, D09AA02,Fusidic acid
CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C, J01XC01,Fusidic acid
CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C, S01AA13,Fusidic acid
C(C1C(C(C(C(O1)O)O)O)O)O,V04CE01,Galactose
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,N06DA04,Galantamine
CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,G03XA02,Gestrinone
C(C1C(C(C(C(O1)O)N)O)O)O,M01AX05,Glucosamine
CC(CC(=O)O)(CC(=O)O)O,C10AX05,Meglutol
COC1=CC=C(C=C1)O,D11AX06,Mequinol
C1=NC2=C(N1)C(=S)N=CN2,L01BB02,Mercaptopurine
CN(C)C(=N)N=C(N)N,A10BA02,Metformin
CSCCC(C(=O)O)N,V03AB26,Racemethionine
COC(=O)C1=CN=CC=C1,C04AC01,Methyl nicotinate
COC(=O)C1=CN=CC=C1, C10AD02,Methyl nicotinate
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,A01AB23,Minocycline
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C, D10AF07,Minocycline
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C, J01AA08,Minocycline
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,L04AA06,Mycophenolic acid
C1=CC(=CN=C1)CO,C04AC02,Nicotinyl alcohol
C1=CC(=CN=C1)CO, C10AD05,Nicotinyl alcohol
CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC,D02BA02,Octinoxate
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,N02AA05,Oxycodone
C1=CC2=C(C(=C1)O)N=CC=C2,A01AB07,Oxyquinoline
C1=CC2=C(C(=C1)O)N=CC=C2, D08AH03,Oxyquinoline
C1=CC2=C(C(=C1)O)N=CC=C2, G01AC30,Oxyquinoline
C1=CC2=C(C(=C1)O)N=CC=C2, R02AA14,Oxyquinoline
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,A02BC02,Pantoprazole
CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,P03AC04,Permethrin
CC1=CC(=CC(=C1OCCCC2=CC(=NO2)C)C)C3=NOC(=N3)C(F)(F)F,J05AX06,Pleconaril
COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,D06BB04,Podofilox
C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+],A11GA01,Sodium ascorbate
C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+], G01AD03,Sodium ascorbate
CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,A06AX06,Tegaserod
CN1C2=C(C(=O)N(C1=O)C)NC=N2.O,R03DA04,Theophylline
C1=NC2=C(N1)C(=S)N=C(N2)N.O,L01BB03,Thioguanine
CN(C)C(=S)SSC(=S)N(C)C,P03AA05,Thiram
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,D08AE04,Triclosan
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl, D09AA06,Triclosan
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,J05AB03,Vidarabine
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N, S01AD06,Vidarabine
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,L01XH01,Vorinostat
CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,M02AB02,Zucapsaicin
C1=CC(=CC=C1C(=O)NCC(=O)O)N,V04CH30,Aminohippuric acid
CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,P02CA03,Albendazole oxide
CNCC(C1=CC=C(C=C1)O)O,C01CA08,Oxedrine
CNCC(C1=CC=C(C=C1)O)O, S01GA06,Oxedrine
CC(C)NCC(COC1=CC=CC=C1CC=C)O,C07AA01,Alprenolol
CC(CCCC(C)(C)O)N,C01DX08,Heptaminol
CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3,D04AA15,Bamipine
CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3, R06AX01,Bamipine
